actual_outcome,prob_0,prob_1,pred_target,decile
0,0.9669212506392899,0.033078749360710064,0,2
0,0.9660500961504571,0.033949903849542926,0,2
0,0.9659523647049341,0.03404763529506593,0,2
0,0.9655474602920981,0.034452539707901804,0,2
0,0.96548513064036,0.03451486935963997,0,2
0,0.9651299093007161,0.03487009069928394,0,2
0,0.9650364945652036,0.034963505434796406,0,2
0,0.9649553217340794,0.03504467826592066,0,2
0,0.9646672895202315,0.035332710479768464,0,2
0,0.9646377243200497,0.03536227567995026,0,2
0,0.9643125626913449,0.03568743730865514,0,2
0,0.9642984535943373,0.03570154640566265,0,2
0,0.9642280112273532,0.03577198877264676,0,2
0,0.9637168777907459,0.036283122209254115,0,2
0,0.9636531756419757,0.036346824358024284,0,2
0,0.9635581101549813,0.03644188984501869,0,2
0,0.963267077681042,0.03673292231895798,0,2
0,0.9631620248000984,0.036837975199901646,0,2
0,0.9629902459030163,0.037009754096983746,0,3
0,0.9617247759950884,0.03827522400491162,0,3
0,0.9614028945695322,0.0385971054304678,0,3
0,0.9610609147511727,0.03893908524882724,0,3
0,0.9609750886179661,0.03902491138203389,0,3
0,0.9603683834896141,0.039631616510385895,0,3
1,0.9596277612669721,0.0403722387330279,0,3
0,0.9594214252139855,0.04057857478601443,0,3
0,0.9588309784773383,0.04116902152266167,0,3
0,0.9587944248550457,0.0412055751449543,0,3
0,0.9580097897132858,0.04199021028671424,0,3
0,0.9574445269454845,0.04255547305451545,0,3
0,0.9574375884619406,0.04256241153805935,0,3
0,0.95734933266603,0.042650667333970084,0,3
0,0.9571595002321167,0.042840499767883344,0,3
0,0.9569987677437946,0.04300123225620544,0,3
0,0.9569068591052824,0.04309314089471765,0,3
0,0.9563958271717142,0.04360417282828574,0,3
0,0.9561577063953913,0.0438422936046087,0,3
0,0.9561169414719914,0.0438830585280086,0,3
0,0.9560212218209065,0.043978778179093424,0,3
0,0.9555565181892631,0.044443481810736915,0,3
0,0.9554733811860118,0.0445266188139882,0,3
0,0.9551082762655386,0.04489172373446134,0,3
0,0.954911626110944,0.04508837388905595,0,3
0,0.9546530844704991,0.0453469155295009,0,3
0,0.954503393213119,0.04549660678688103,0,3
0,0.9543681488278335,0.045631851172166504,0,3
0,0.9541043362760119,0.04589566372398812,0,3
0,0.9539567255852149,0.04604327441478507,0,3
0,0.9536644821910206,0.04633551780897937,0,3
1,0.9535756346583412,0.04642436534165882,0,3
0,0.9535360067220827,0.046463993277917254,0,3
0,0.9528361458641559,0.047163854135844084,0,3
0,0.9524756176770642,0.047524382322935765,0,3
0,0.9520979162541009,0.047902083745899084,0,3
0,0.9515453868908533,0.04845461310914663,0,3
0,0.9507892555756348,0.04921074442436521,0,3
0,0.9503117368289377,0.0496882631710623,0,3
0,0.9499509724774569,0.050049027522543116,0,3
0,0.9496873176583801,0.050312682341619876,0,3
0,0.9494775287226209,0.05052247127737912,0,3
0,0.9494585753784764,0.05054142462152355,0,3
0,0.9491735764088479,0.05082642359115207,0,3
0,0.94899165596985,0.051008344030150005,0,3
0,0.9488239875760601,0.051176012423939904,0,3
0,0.9487805043233152,0.05121949567668486,0,3
0,0.948137508616352,0.05186249138364792,0,3
0,0.9480638285913856,0.051936171408614444,0,3
0,0.9479474300754602,0.05205256992453977,0,3
0,0.9478555689107087,0.05214443108929129,0,3
0,0.9474806692738655,0.05251933072613448,0,3
0,0.947412362296975,0.05258763770302497,0,3
1,0.9465139309192498,0.05348606908075013,0,3
0,0.9461555808362365,0.053844419163763486,0,3
0,0.9458776627842271,0.05412233721577289,0,3
1,0.9456899474765779,0.0543100525234221,0,3
0,0.9454773453959147,0.05452265460408532,0,3
0,0.9453533367718183,0.05464666322818164,0,3
0,0.9453273326065729,0.05467266739342715,0,3
1,0.9451345688274763,0.05486543117252378,0,4
0,0.9449954494411095,0.05500455055889056,0,4
0,0.9444407668194637,0.055559233180536356,0,4
0,0.9443228412504461,0.055677158749553944,0,4
0,0.944004456072856,0.05599554392714403,0,4
0,0.9437788998339383,0.0562211001660617,0,4
0,0.9435876511844123,0.05641234881558763,0,4
0,0.9432897855543237,0.05671021444567624,0,4
0,0.9428327147955538,0.05716728520444621,0,4
0,0.942613775539804,0.057386224460195985,0,4
0,0.9422741701485512,0.05772582985144882,0,4
0,0.9421046904693466,0.05789530953065336,0,4
1,0.9420935472544525,0.057906452745547544,0,4
0,0.9416721554634001,0.05832784453659992,0,4
0,0.9413804091875635,0.05861959081243651,0,4
0,0.9413547013283912,0.05864529867160881,0,4
0,0.940642254593993,0.05935774540600702,0,4
1,0.9394701412165756,0.06052985878342444,0,4
0,0.9391804612308462,0.06081953876915379,0,4
0,0.9391650182262014,0.06083498177379868,0,4
1,0.9389663269171455,0.061033673082854505,0,4
1,0.938931365253047,0.06106863474695301,0,4
0,0.9385205073775581,0.06147949262244189,0,4
0,0.9382418488132738,0.06175815118672622,0,4
0,0.9375527711712851,0.062447228828714896,0,4
0,0.9375379531519753,0.06246204684802471,0,4
0,0.9373031571772598,0.0626968428227402,0,4
0,0.9371838401729835,0.0628161598270165,0,4
0,0.9371033281037873,0.06289667189621279,0,4
1,0.9370246330047272,0.06297536699527287,0,4
0,0.9368956544766945,0.06310434552330546,0,4
0,0.9368808333051888,0.06311916669481117,0,4
0,0.93574785236287,0.06425214763713004,0,4
0,0.9356316090337784,0.06436839096622156,0,4
0,0.9354146461515267,0.0645853538484733,0,4
0,0.9343274074294629,0.06567259257053719,0,4
0,0.9341006312083705,0.06589936879162954,0,4
0,0.9338574700962643,0.06614252990373573,0,4
0,0.9335779810878774,0.06642201891212267,0,4
1,0.9332676423336869,0.06673235766631318,0,4
0,0.93306925212229,0.06693074787771006,0,4
0,0.9328372745379974,0.06716272546200264,0,4
0,0.9325229432974708,0.06747705670252928,0,4
0,0.932457155891918,0.06754284410808195,0,4
0,0.9321803778710758,0.06781962212892426,0,4
0,0.9321113282699023,0.06788867173009769,0,4
0,0.9312044048545015,0.06879559514549846,0,4
0,0.9310086912269873,0.06899130877301277,0,4
0,0.9307021982572535,0.0692978017427465,0,4
0,0.9301784805791649,0.06982151942083518,0,4
0,0.9300511273769454,0.0699488726230546,0,4
0,0.9299256899087915,0.0700743100912084,0,4
0,0.9293266240548195,0.07067337594518051,0,4
0,0.9293185072900859,0.07068149270991411,0,4
0,0.9288030369683902,0.07119696303160984,0,4
0,0.9287998254145244,0.07120017458547553,0,4
0,0.9286826420953058,0.07131735790469418,0,4
1,0.9284632949571586,0.07153670504284138,0,4
0,0.9278458963518612,0.07215410364813885,0,4
0,0.9278359122640427,0.07216408773595731,0,4
0,0.9276753885243176,0.07232461147568234,0,5
0,0.9272614976528838,0.07273850234711625,0,5
0,0.927152187934359,0.07284781206564095,0,5
0,0.9261016246237621,0.07389837537623783,0,5
0,0.9257021884113386,0.07429781158866144,0,5
0,0.9256331423814064,0.07436685761859368,0,5
1,0.9246405767507845,0.07535942324921549,0,5
0,0.9244771037920642,0.07552289620793586,0,5
1,0.9244527914719367,0.07554720852806332,0,5
0,0.9242175114183665,0.0757824885816335,0,5
0,0.9236291581774911,0.07637084182250889,0,5
0,0.92355889371099,0.07644110628900999,0,5
0,0.9235453884810425,0.07645461151895745,0,5
0,0.9233942610489183,0.07660573895108172,0,5
0,0.92323375609912,0.07676624390088,0,5
0,0.9231206601056073,0.07687933989439266,0,5
0,0.9230799289593029,0.07692007104069705,0,5
0,0.9230425837116324,0.07695741628836757,0,5
0,0.9227958093480753,0.07720419065192478,0,5
0,0.9223767372756039,0.07762326272439608,0,5
0,0.9219716809828884,0.0780283190171116,0,5
0,0.9214122326300315,0.07858776736996857,0,5
0,0.9205406767568466,0.07945932324315338,0,5
0,0.920499393808399,0.07950060619160101,0,5
0,0.9202825811093789,0.07971741889062117,0,5
0,0.9196218762518595,0.08037812374814048,0,5
0,0.9195856237026231,0.08041437629737688,0,5
0,0.9195785906533855,0.08042140934661442,0,5
0,0.919464158542144,0.08053584145785593,0,5
0,0.9193406340971949,0.0806593659028051,0,5
0,0.9191245001880686,0.08087549981193141,0,5
1,0.918927347019459,0.08107265298054096,0,5
0,0.9189099123516078,0.08109008764839219,0,5
0,0.9179377194920317,0.08206228050796822,0,5
0,0.9174874070008024,0.08251259299919754,0,5
0,0.9172282253435396,0.08277177465646031,0,5
0,0.916917131063774,0.08308286893622592,0,5
0,0.9168976874308533,0.08310231256914666,0,5
0,0.9160844008539246,0.08391559914607541,0,5
0,0.9155060410833452,0.08449395891665475,0,5
0,0.9148144386864265,0.08518556131357351,0,5
0,0.9146685810000702,0.08533141899992977,0,5
0,0.9146240502872718,0.08537594971272819,0,5
0,0.9142259759065583,0.08577402409344172,0,5
1,0.9141618882791042,0.0858381117208958,0,5
0,0.9140932766975776,0.0859067233024225,0,5
0,0.9139907653929538,0.08600923460704621,0,5
1,0.913405543194713,0.08659445680528696,0,5
0,0.9128235469688067,0.0871764530311933,0,5
0,0.9124784670917873,0.08752153290821275,0,5
0,0.912037777614158,0.0879622223858419,0,5
0,0.9119769374333414,0.08802306256665855,0,5
1,0.9115892282527231,0.08841077174727689,0,5
0,0.911517084407288,0.08848291559271206,0,5
0,0.9111430899213917,0.0888569100786083,0,5
0,0.9110931954620841,0.08890680453791587,0,5
1,0.9110501651068671,0.0889498348931329,0,5
0,0.9106005682282448,0.0893994317717552,0,5
1,0.9102741395004983,0.08972586049950172,0,5
1,0.909117748934992,0.09088225106500808,0,5
0,0.9062975028090738,0.09370249719092616,0,6
0,0.9061668784084085,0.09383312159159156,0,6
0,0.9049948679732833,0.09500513202671673,0,6
0,0.9045354156273114,0.09546458437268855,0,6
0,0.9045214533821759,0.09547854661782401,0,6
0,0.9041798515249428,0.0958201484750572,0,6
0,0.9041406437611369,0.0958593562388631,0,6
0,0.903879004481737,0.09612099551826299,0,6
0,0.9036059827019317,0.09639401729806829,0,6
0,0.9034130902406956,0.09658690975930434,0,6
1,0.9031466507037116,0.09685334929628847,0,6
0,0.9019819688942425,0.09801803110575749,0,6
0,0.9018534762563173,0.09814652374368267,0,6
0,0.9008016768029166,0.0991983231970835,0,6
0,0.9005175158682093,0.09948248413179074,0,6
0,0.8996491721557246,0.10035082784427542,0,6
0,0.8990663536485286,0.10093364635147142,0,6
0,0.898054760475805,0.10194523952419494,0,6
0,0.8974861016792853,0.10251389832071467,0,6
0,0.8973967423675729,0.10260325763242706,0,6
1,0.896573909661424,0.10342609033857597,0,6
0,0.8960328542464621,0.10396714575353794,0,6
0,0.8944803075998757,0.10551969240012421,0,6
0,0.8944801536828978,0.10551984631710216,0,6
0,0.8941798926402234,0.10582010735977669,0,6
0,0.8931061755461246,0.10689382445387542,0,6
0,0.8929889667368928,0.10701103326310721,0,6
0,0.8915522726743043,0.1084477273256957,0,6
1,0.890840734994812,0.109159265005188,0,6
0,0.8902819019289969,0.10971809807100304,0,6
0,0.8900082957139839,0.10999170428601615,0,6
0,0.8899927076194691,0.11000729238053081,0,6
0,0.8898785006408485,0.11012149935915153,0,6
0,0.889680519517133,0.11031948048286702,0,6
0,0.8896493821027862,0.11035061789721377,0,6
0,0.8879897785301388,0.11201022146986116,0,6
0,0.887733460949538,0.11226653905046201,0,6
0,0.8874605128751791,0.11253948712482091,0,6
1,0.8873808852075818,0.11261911479241812,0,6
0,0.8870538599235148,0.11294614007648518,0,6
0,0.8869948033267425,0.11300519667325742,0,6
0,0.8867485992402333,0.11325140075976665,0,6
0,0.8862578726360697,0.11374212736393025,0,6
0,0.8862445665509936,0.11375543344900639,0,6
1,0.8860116162067981,0.11398838379320189,0,6
0,0.8854356316373923,0.11456436836260775,0,6
0,0.8849875349648553,0.11501246503514476,0,6
0,0.8841386715874046,0.11586132841259547,0,6
0,0.883870669212456,0.11612933078754394,0,6
0,0.883072449991997,0.11692755000800303,0,6
0,0.8827461332789721,0.11725386672102794,0,6
1,0.882467929621406,0.11753207037859403,0,6
0,0.8816240822922203,0.11837591770777971,0,6
0,0.8813656037788,0.11863439622119994,0,6
0,0.8810116595819578,0.11898834041804222,0,6
0,0.8808636789973104,0.11913632100268959,0,6
1,0.8808130120858886,0.11918698791411139,0,6
0,0.8795083215117854,0.12049167848821463,0,6
0,0.8770142843734937,0.12298571562650633,0,6
0,0.8756493587771892,0.12435064122281082,0,6
0,0.8744750376484951,0.1255249623515049,0,7
0,0.8740464484663417,0.1259535515336583,0,7
0,0.8730674613673244,0.12693253863267565,0,7
0,0.8722077857568993,0.12779221424310072,0,7
0,0.8711952732031425,0.1288047267968575,0,7
1,0.8711055952997284,0.12889440470027155,0,7
0,0.8710847085240485,0.12891529147595152,0,7
1,0.8710500119337223,0.12894998806627772,0,7
0,0.8701835027334068,0.12981649726659317,0,7
1,0.8697356556771992,0.1302643443228008,0,7
0,0.8696048140801006,0.13039518591989938,0,7
0,0.8695762235604908,0.1304237764395092,0,7
0,0.8693214652002428,0.1306785347997572,0,7
0,0.8687674508273772,0.13123254917262284,0,7
1,0.8671767004965063,0.13282329950349367,0,7
0,0.8668940690735455,0.1331059309264545,0,7
0,0.8667746362827479,0.13322536371725213,0,7
1,0.8661348415155511,0.13386515848444894,0,7
0,0.8632765140240888,0.13672348597591116,0,7
0,0.8619728006076384,0.13802719939236158,0,7
0,0.8609915178528069,0.1390084821471931,0,7
0,0.8592026024826216,0.14079739751737835,0,7
0,0.8591039916462906,0.14089600835370947,0,7
0,0.8589181942384247,0.14108180576157525,0,7
0,0.8586743109062616,0.1413256890937385,0,7
0,0.8582783060638548,0.14172169393614514,0,7
0,0.8570222768662037,0.14297772313379636,0,7
0,0.8562604166237026,0.14373958337629747,0,7
0,0.8561358160113967,0.14386418398860332,0,7
1,0.8544200575815686,0.14557994241843142,0,7
0,0.8544126429779433,0.14558735702205677,0,7
0,0.8541028024409055,0.14589719755909444,0,7
0,0.8535981009163236,0.14640189908367646,0,7
0,0.8535967585192707,0.14640324148072928,0,7
0,0.851995034992172,0.148004965007828,0,7
0,0.8516732018147257,0.1483267981852743,0,7
1,0.8501136042925741,0.14988639570742593,0,7
0,0.8480085943735611,0.15199140562643887,0,7
0,0.847980934910338,0.15201906508966204,0,7
1,0.8479310545997494,0.15206894540025065,0,7
0,0.8470254231296308,0.15297457687036914,0,7
0,0.8465903102280179,0.15340968977198205,0,7
0,0.846068418686144,0.15393158131385598,0,7
0,0.845293995152341,0.154706004847659,0,7
1,0.8438420003923357,0.15615799960766436,0,7
0,0.8431839126263703,0.15681608737362976,0,7
0,0.8430031675339911,0.15699683246600893,0,7
0,0.842003092210345,0.15799690778965508,0,7
0,0.8395481812824215,0.16045181871757855,0,7
1,0.8376516285457677,0.16234837145423234,0,7
1,0.8372848992658037,0.16271510073419626,0,7
0,0.8354695171532307,0.16453048284676927,0,7
0,0.8352316290061392,0.16476837099386077,0,7
0,0.8317957517328836,0.1682042482671165,0,7
0,0.8306428233550177,0.16935717664498232,0,7
0,0.8304120470321652,0.16958795296783474,0,7
0,0.8297738757779424,0.1702261242220576,0,7
0,0.8261841991424798,0.17381580085752027,0,7
0,0.8260753295239447,0.1739246704760553,0,7
1,0.824458454225194,0.17554154577480596,0,7
0,0.8239884026346465,0.17601159736535357,0,8
0,0.8239731663340925,0.17602683366590757,0,8
1,0.8238374627977125,0.17616253720228742,0,8
0,0.822802789346151,0.177197210653849,0,8
0,0.8221290204521094,0.17787097954789055,0,8
0,0.8217873382433276,0.1782126617566724,0,8
0,0.820258823610791,0.1797411763892089,0,8
0,0.8197427677850484,0.18025723221495163,0,8
0,0.8196866345953128,0.18031336540468726,0,8
0,0.8191350407147602,0.18086495928523985,0,8
0,0.8145273245649401,0.18547267543505985,0,8
0,0.8136137275852203,0.18638627241477967,0,8
1,0.8135040374682188,0.18649596253178127,0,8
0,0.8100798461524883,0.18992015384751174,0,8
0,0.8081534177291184,0.19184658227088155,0,8
0,0.8063785353087929,0.19362146469120714,0,8
0,0.8060037433849763,0.1939962566150237,0,8
0,0.8058096261393273,0.1941903738606727,0,8
0,0.8053605311994616,0.19463946880053842,0,8
0,0.8037347670831373,0.19626523291686274,0,8
1,0.8020964154961214,0.19790358450387854,0,8
1,0.8007814683140417,0.19921853168595824,0,8
1,0.7981927452051718,0.2018072547948282,0,8
1,0.7967073777033666,0.2032926222966333,0,8
1,0.7956357778322358,0.20436422216776412,0,8
0,0.7939360085847151,0.20606399141528484,0,8
0,0.7931160583647396,0.2068839416352604,0,8
0,0.7927486920667948,0.20725130793320523,0,8
0,0.7911602838608836,0.20883971613911648,0,8
0,0.7907946402804491,0.2092053597195509,0,8
1,0.7903766453739295,0.2096233546260705,0,8
0,0.7895520133088634,0.2104479866911366,0,8
0,0.7890786359481401,0.21092136405185985,0,8
0,0.7873808762076946,0.21261912379230546,0,8
1,0.7871644797038386,0.2128355202961614,0,8
0,0.7844460475853132,0.21555395241468672,0,8
0,0.7840890000459294,0.21591099995407056,0,8
1,0.7829278364847914,0.21707216351520858,0,8
0,0.7824304414278209,0.21756955857217902,0,8
0,0.7823457453818503,0.2176542546181497,0,8
0,0.7775618004142212,0.2224381995857788,0,8
0,0.7766001775292248,0.2233998224707751,0,8
0,0.7722979726806494,0.22770202731935063,0,8
0,0.7716415759844582,0.22835842401554185,0,8
0,0.767760854751013,0.23223914524898706,0,8
1,0.7656680433067716,0.23433195669322834,0,8
0,0.7654659970261499,0.23453400297385008,0,8
0,0.7637583197418913,0.2362416802581086,0,8
0,0.7635801784898109,0.2364198215101892,0,8
0,0.7634882089959859,0.2365117910040141,0,8
0,0.7633234853711158,0.23667651462888414,0,8
0,0.7615870283331181,0.2384129716668819,0,8
1,0.7606454941832133,0.23935450581678672,0,8
0,0.7583157094625371,0.2416842905374629,0,8
0,0.754649756566655,0.24535024343334494,0,8
0,0.7483730658784619,0.25162693412153814,0,8
1,0.7467162237264019,0.2532837762735981,0,8
0,0.7458208117531426,0.2541791882468574,0,8
0,0.7426888920638939,0.2573111079361062,0,8
0,0.7415840182979045,0.25841598170209545,0,8
1,0.7411466690161023,0.25885333098389773,0,9
1,0.7406683141484073,0.2593316858515927,0,9
1,0.7402015057051343,0.2597984942948657,0,9
0,0.7392537740978258,0.26074622590217417,0,9
0,0.7380983978163154,0.2619016021836846,0,9
0,0.734557569869271,0.26544243013072893,0,9
1,0.7345038411811704,0.2654961588188296,0,9
1,0.734272871801371,0.265727128198629,0,9
1,0.7338034804184714,0.2661965195815286,0,9
0,0.7331794508352265,0.2668205491647735,0,9
1,0.7325985841538142,0.2674014158461858,0,9
1,0.7315143865313369,0.268485613468663,0,9
0,0.7315080470491041,0.2684919529508959,0,9
0,0.727230762665428,0.272769237334572,0,9
1,0.7232113106200675,0.2767886893799325,0,9
1,0.7209396923306699,0.2790603076693301,0,9
0,0.7144069358331091,0.28559306416689095,0,9
0,0.7129555060038122,0.28704449399618787,0,9
1,0.711304589665906,0.28869541033409396,0,9
0,0.7058549151061682,0.29414508489383184,0,9
1,0.7057610037442078,0.2942389962557922,0,9
0,0.7048913121427778,0.29510868785722216,0,9
1,0.7002479871643559,0.2997520128356441,0,9
0,0.7001370784354914,0.29986292156450856,0,9
1,0.6848374639084019,0.31516253609159806,0,9
1,0.6839654229754955,0.3160345770245046,0,9
0,0.6822672219583917,0.31773277804160827,0,9
0,0.6819262240285583,0.3180737759714417,0,9
1,0.6763288357206907,0.32367116427930936,0,9
0,0.6711342945973428,0.32886570540265725,0,9
0,0.6688442239540312,0.3311557760459688,0,9
1,0.6683783121909486,0.3316216878090514,0,9
1,0.6674020533050153,0.3325979466949846,0,9
1,0.6658927796777689,0.3341072203222311,0,9
1,0.6615323212171081,0.33846767878289186,0,9
1,0.6576232373190031,0.3423767626809969,0,9
0,0.6571803860743026,0.3428196139256973,0,9
0,0.6544947092793844,0.34550529072061564,0,9
1,0.6542842664136395,0.3457157335863605,0,9
0,0.65384255472062,0.34615744527937997,0,9
1,0.6471839235595479,0.3528160764404521,0,9
0,0.645953858795399,0.35404614120460104,0,9
1,0.6421783263595761,0.35782167364042394,0,9
0,0.6415783185898097,0.35842168141019026,0,9
1,0.6376001642104062,0.3623998357895938,0,9
1,0.6330344914049433,0.3669655085950567,0,9
1,0.6307318765278422,0.3692681234721578,0,9
0,0.62852466137165,0.37147533862834997,0,9
1,0.6206631316147461,0.37933686838525393,0,9
1,0.6206050640564964,0.37939493594350354,0,9
1,0.6199873666440798,0.3800126333559202,0,9
1,0.6199483488712536,0.38005165112874634,0,9
0,0.6163857409770694,0.3836142590229306,0,9
0,0.6135590142345566,0.38644098576544333,0,9
1,0.6092417430405463,0.3907582569594537,0,9
1,0.606087870706093,0.39391212929390695,0,9
0,0.6012676685074712,0.3987323314925288,0,9
0,0.5979575549935525,0.40204244500644754,0,9
1,0.5885148031806046,0.41148519681939544,0,9
0,0.5844280551618133,0.4155719448381867,0,9
1,0.5798103559371723,0.4201896440628276,0,10
1,0.5787844198990708,0.42121558010092924,0,10
0,0.5742290940883543,0.4257709059116456,0,10
1,0.5728906753365908,0.4271093246634093,0,10
0,0.5712473243230383,0.42875267567696174,0,10
1,0.570833934756021,0.4291660652439791,0,10
0,0.5601428301020017,0.4398571698979982,0,10
0,0.5536575030088591,0.44634249699114087,0,10
1,0.5516547383281643,0.4483452616718357,0,10
0,0.550209981065593,0.44979001893440695,0,10
0,0.549001740167048,0.4509982598329521,0,10
1,0.5478690274332487,0.4521309725667512,0,10
0,0.5472876401467048,0.4527123598532951,0,10
0,0.5419481314834214,0.45805186851657864,0,10
1,0.5397945510089288,0.46020544899107124,0,10
0,0.527660189811982,0.47233981018801796,0,10
0,0.5222565886852569,0.47774341131474307,0,10
1,0.5210071814741392,0.47899281852586084,0,10
0,0.5205903859875836,0.47940961401241644,0,10
0,0.5201512008972342,0.47984879910276584,0,10
0,0.5192567752818532,0.4807432247181468,0,10
1,0.5168430200956522,0.48315697990434775,0,10
1,0.506364771885727,0.49363522811427296,0,10
0,0.49006921612898824,0.5099307838710118,1,10
0,0.4828744600616657,0.5171255399383343,1,10
1,0.48281098470419104,0.517189015295809,1,10
1,0.48250049627070846,0.5174995037292915,1,10
1,0.48036486452379057,0.5196351354762094,1,10
1,0.4671223277385482,0.5328776722614518,1,10
0,0.465691334406095,0.534308665593905,1,10
0,0.45085355133874183,0.5491464486612582,1,10
1,0.4486934020576453,0.5513065979423547,1,10
1,0.44781281411892115,0.5521871858810788,1,10
0,0.44722277354242246,0.5527772264575775,1,10
1,0.4461860341382109,0.5538139658617891,1,10
0,0.44250878881306754,0.5574912111869325,1,10
0,0.43779187420925036,0.5622081257907496,1,10
1,0.4363536463619656,0.5636463536380344,1,10
1,0.4175384914144926,0.5824615085855074,1,10
0,0.40905634077297603,0.590943659227024,1,10
0,0.40898601757559083,0.5910139824244092,1,10
1,0.39256981174777217,0.6074301882522278,1,10
1,0.3546180829437553,0.6453819170562447,1,10
1,0.33847636585678964,0.6615236341432104,1,10
